學院,系所,年級,編號,班別,科目名稱,科目名稱_中文,科目名稱_英文,任課教授,上課時數,正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,開課學制,課程大綱,備註
工學院,工學院碩士班,1,4017012,01,專利侵權鑑定理論與實務Theories and Practices in Patent Infringement Assessment ,專利侵權鑑定理論與實務,Theories and Practices in Patent Infringement Assessment ,吳慶隆 ,3,3/0/0,3,選修," 二9,10,11",工學院B館116,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4017012_01,歡迎大三、大四學生選修。
工學院,資訊工程研究所,1,4105004,01,密碼學與安全協定Cryptography and Security Protocols ,密碼學與安全協定,Cryptography and Security Protocols ,林柏青 ,3,3/0/0,3,選修," 二E,F",工學院A館104,65,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105004_01,"開放資工大四選修"
工學院,資訊工程研究所,1,4105016,01,深度學習概論Introduction to Deep Learning (程式設計相關/Programming related) ,深度學習概論 (程式設計相關),Introduction to Deep Learning (Programming related) ,熊博安 ,3,3/0/0,3,選修," 五E,F",創新大樓341,80,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105016_01,開放資工大三、大四選修。
工學院,資訊工程研究所,1,4105113,01,視訊處理Video Processing ,視訊處理,Video Processing ,柳金章 ,3,3/0/0,3,選修," 二3,4,5",工學院A館104,65,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105113_01,開放資工系大三大四選修。
工學院,資訊工程研究所,1,4105205,01,模糊系統Fuzzy Systems(遠距教學/Distant learning)   ,模糊系統,Fuzzy Systems(遠距教學/Distant learning)   ,游寶達 ,3,3/0/0,3,選修, 二B 四B,工學院A館204,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105205_01,限本系生修.限研究所選修;碩博合開。1.遠距教學課程網址：https://ecourse2.ccu.edu.tw/index.php
工學院,資訊工程研究所,1,4105206,01,拍賣與機制設計理論Auction Theory and Mechanism Designs ,拍賣與機制設計理論,Auction Theory and Mechanism Designs ,連紹宇 ,3,3/0/0,3,選修," 五E,F",工學院A館104,65,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105206_01,開放資工大三大四選修。
工學院,資訊工程研究所,1,4105251,01,增強式學習Reinforcement Learning (程式設計相關/Programming related) ,增強式學習 (程式設計相關),Reinforcement Learning (Programming related) ,連紹宇 ,3,3/0/0,3,選修," 四E,F",工學院A館104,65,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105251_01,開放資工大三大四選修
工學院,資訊工程研究所,1,4105310,01,計算方法Computer Algorithms (程式設計相關/Programming related) ,計算方法 (程式設計相關),Computer Algorithms (Programming related) ,李新林 ,3,3/0/0,3,必修, 二C 四C,工學院A館204,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105310_01,開放資工大三大四選修
工學院,資訊工程研究所,1,4105399,01,物聯網概論Introduction to Internet of Things(遠距教學/Distant learning)   ,物聯網概論,Introduction to Internet of Things(遠距教學/Distant learning)   ,黃啟富 ,3,3/0/0,3,選修," 三E,F",創新大樓322,50,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105399_01,開放資工系大三大四選修。限修50人。1.遠距教學課程網址：https://ecourse2.ccu.edu.tw/index.php
工學院,資訊工程研究所,1,4105477,01,WWW 技術與應用Web Technologies and Applications (全英語授課/English-taught) (程式設計相關/Programming related) , (全英語授課) (程式設計相關),WWW 技術與應用Web Technologies and Applications (English-taught) (Programming related) ,薛幼苓 ,3,3/0/0,3,選修," 四B,C",創新大樓313,24,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105477_01,限修25人
工學院,資訊工程研究所,1,4105482,01,大數據與搜尋引擎專題研究Special Topic on Big Data and Search Engines ,大數據與搜尋引擎專題研究,Special Topic on Big Data and Search Engines ,吳昇 ,3,3/0/0,3,選修," 四E,F",工學院A館205,65,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105482_01,開放資工大三大四選修
工學院,資訊工程研究所,1,4105501,01,進階網路技術Advanced Networking Technologies ,進階網路技術,Advanced Networking Technologies ,郭建志 ,3,3/0/0,3,選修," 五C,D",工學院A館204,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105501_01,開放資工大三大四選修
工學院,資訊工程研究所,1,4105506,01,進階資料庫系統Advanced Database Systems ,進階資料庫系統,Advanced Database Systems ,薛幼苓 ,3,3/0/0,3,選修," 三C,D",創新大樓313,24,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105506_01,開放資工大三大四修
工學院,資訊工程研究所,1,4105508,01,雲端計算Cloud Computing(遠距教學/Distant learning)   ,雲端計算,Cloud Computing(遠距教學/Distant learning)   ,江為國 ,3,3/0/0,3,選修," 四E,F",工學院A館204,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105508_01,開放資工系大三大四選修。1.遠距教學課程網址https://ecourse2.ccu.edu.tw/index.php
工學院,資訊工程研究所,1,4105559,01,超大型積體電路系統設計概論Introduction to VLSI System Design (全英語授課/English-taught) (程式設計相關/Programming related) ,超大型積體電路系統設計概論 (全英語授課) (程式設計相關),Introduction to VLSI System Design (English-taught) (Programming related) ,鍾菁哲 ,3,3/0/0,3,選修," 五3,4,5",創新大樓341,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105559_01,開放資工大三大四選修;限修40人;全英。
工學院,資訊工程研究所,1,4105566,01,數位積體電路設計Design of Digital Integrated Circuits and Systems ,數位積體電路設計,Design of Digital Integrated Circuits and Systems ,鍾菁哲 ,3,3/0/0,3,選修," 三3,4,5",創新大樓341,40,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105566_01,開放資工大四選修;限修40人。
工學院,資訊工程研究所,1,4105571,01,低功耗應用處理器設計Low-Power Application Processor Design ,低功耗應用處理器設計,Low-Power Application Processor Design ,林泰吉 ,3,3/0/0,3,選修," 二I,J",工學院A館206,10,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105571_01,限修10人實驗設備限制
工學院,資訊工程研究所,1,4105594,01,可程式化硬體設計Programmable Hardware Design ,可程式化硬體設計,Programmable Hardware Design ,林泰吉 ,3,3/0/0,3,選修," 三E,F",工學院A館206,10,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105594_01,限修10人
工學院,資訊工程研究所,1,4105597,01,醫療電子臨床導入Clinical Applications of Medical Electronic Devices ,醫療電子臨床導入,Clinical Applications of Medical Electronic Devices ,劉偉名 ,3,3/0/0,3,選修," 三G,H",工學院A館104,65,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105597_01," ,列入前瞻高齡跨域創新學分學程科目開放資工大三大四選修"
工學院,資訊工程研究所,1,4105601,01,醫學影像專題Individual Studies in Medical Image Analysis ,醫學影像專題,Individual Studies in Medical Image Analysis ,林維暘 ,3,3/0/0,3,選修," 二8,9,10",工學院A館103,20,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105601_01,開放資工大三大四選修
工學院,資訊工程研究所,1,4105608,01,平行與分散式系統軟體開發Software Development  for Parallel and Distributed Systems ,平行與分散式系統軟體開發,Software Development  for Parallel and Distributed Systems ,柯仁松 ,3,3/0/0,3,選修," 二C,D",工學院A館103,20,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105608_01,
工學院,資訊工程研究所,1,4105700,01,計算機結構Computer Architecture (程式設計相關/Programming related) ,計算機結構 (程式設計相關),Computer Architecture (Programming related) ,張榮貴 ,3,3/0/0,3,必修," 一B,C",工學院A館001,120,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105700_01,開放資工大四選修
工學院,資訊工程研究所,1,4105729,01,高等作業系統Advanced Operating Systems ,高等作業系統,Advanced Operating Systems ,何建忠 ,3,3/0/0,3,選修," 三E,F",創新大樓313,24,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105729_01,開放大四修過作業系統的學生選修
工學院,資訊工程研究所,1,4105795,01,現代作業系統設計與實作modern operating system design and implementation ,現代作業系統設計與實作,modern operating system design and implementation ,羅習五 ,3,3/0/0,3,選修, 一G 三G,創新大樓313,24,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105795_01,
工學院,資訊工程研究所,1,4105797,01,嵌入式計算系統Embedded Computing System ,嵌入式計算系統,Embedded Computing System ,張榮貴 ,3,3/0/0,3,選修," 二E,F",創新大樓324,70,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105797_01,限本系生修.限研究所選修;碩博合開。
工學院,資訊工程研究所,1,4105926,01,高通量定序資料之生物資訊分析技術Bioinformatics Analysis of High-Throughput Sequencing Data(遠距教學/Distant learning)   ,高通量定序資料之生物資訊分析技術,Bioinformatics Analysis of High-Throughput Sequencing Data(遠距教學/Distant learning)   ,黃耀廷 ,3,3/0/0,3,選修," 三E,F",工學院A館205,65,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105926_01,https://ecourse2.ccu.edu.tw/index.php
工學院,資訊工程研究所,1,4105931,01,機器學習Machine Learning (程式設計相關/Programming related) ,機器學習 (程式設計相關),Machine Learning (Programming related) ,江振國 ,3,3/0/0,3,選修," 三E,F",創新大樓326,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4105931_01," ,列入大數據與資料科學學程科目 ,列入人工智慧與電腦審計學程科目開放資工系大三、大四選修"
工學院,資訊工程研究所,1,4106002,01,計算機專題（二）Special Topics on Computer Science (II) ,計算機專題（二）,Special Topics on Computer Science (II) ,江振國 ,2,0/0/2,1,必修," 一8,9",創新大樓110大型會議室(銘珠講堂),321,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4106002_01,
工學院,資訊工程研究所,1,4106004,01,計算機專題（四）Special Topics on Computer Science (IV) ,計算機專題（四）,Special Topics on Computer Science (IV) ,江振國 ,2,0/0/2,1,必修," 一8,9",創新大樓110大型會議室(銘珠講堂),100,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4106004_01,
工學院,電機工程研究所,1,4155103,01,語音處理Speech Processing (全英語授課/English-taught)  ,語音處理 (全英語授課),Speech Processing (English-taught)  ,陳自強 ,3,3/0/0,3,選修," 二F,G",工學院A館225,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155103_01,大四不可修。
工學院,電機工程研究所,1,4155108,01,高等電磁理論Advanced Electromagnetic Theory ,高等電磁理論,Advanced Electromagnetic Theory ,張盛富 ,3,3/0/0,3,選修," 二F,G",創新大樓439,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155108_01,
工學院,電機工程研究所,1,4155125,01,微波固態元件與精密量測Microwave solid-state devices and measurements ,微波固態元件與精密量測,Microwave solid-state devices and measurements ,林士程 ,3,3/0/0,3,選修," 三7,8,9",工學院A館125,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155125_01,
工學院,電機工程研究所,1,4155293,01,移動式機器人控制系統(機器人學特別篇)Mobile Robot Control System(Robotics special chapters) (全英語授課/English-taught)  ,移動式機器人控制系統(機器人學特別篇) (全英語授課),Mobile Robot Control System(Robotics special chapters) (English-taught)  ,許宏銘 ,3,3/0/0,3,選修, 一F 三F,工學院A館126,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155293_01,
工學院,電機工程研究所,1,4155294,01,高速數位信號傳遞設計High-speed Digital Signal Propagation Design ,高速數位信號傳遞設計,High-speed Digital Signal Propagation Design ,余英豪 ,3,3/0/0,3,選修," 四E,F",工學院A館126,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155294_01,大四不可修。
工學院,電機工程研究所,1,4155310,01,圖形識別Pattern Recognition (全英語授課/English-taught)  ,圖形識別 (全英語授課),Pattern Recognition (English-taught)  ,賴文能 ,3,3/0/0,3,選修," 四3,4,5",工學院A館225,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155310_01,
工學院,電機工程研究所,1,4155314,01,DSP 處理器設計DSP Processor Design ,,DSP 處理器設計DSP Processor Design ,陳自強 ,3,3/0/0,3,選修," 一F,G",工學院A館125,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155314_01,大四不可修。
工學院,電機工程研究所,1,4155517,01,微波通訊平面與多層電路設計Microwave Communication Design for Planar and Multilayered Circuits ,微波通訊平面與多層電路設計,Microwave Communication Design for Planar and Multilayered Circuits ,湯敬文 ,3,3/0/0,3,選修," 五3,4,5",創新大樓439,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155517_01,
工學院,電機工程研究所,1,4155525,01,前瞻類比積體電路設計Advance Analog Integrated Circuits Design ,前瞻類比積體電路設計,Advance Analog Integrated Circuits Design ,蔡宗亨 ,3,3/0/0,3,選修," 一7,8,9",工學院A館023,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155525_01,大四不可修。
工學院,電機工程研究所,1,4155531,01,特殊應用積體電路設計Application-Specific Integrated Circuit Design ,特殊應用積體電路設計,Application-Specific Integrated Circuit Design ,黃崇勛 ,3,3/0/0,3,選修," 一E,F",工學院A館027,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155531_01,大四不可修。
工學院,電機工程研究所,1,4155537,01,雷達系統原理Principle of Radar System ,雷達系統原理,Principle of Radar System ,張嘉展 ,3,3/0/0,3,選修," 一7,8,9",工學院A館225,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155537_01,先修科目(4156108)天線理論與設計(70分以上) 大四不可修。
工學院,電機工程研究所,1,4155545,01,智慧電網導論Introduction to Intelligent Grid (全英語授課/English-taught)  ,智慧電網導論 (全英語授課),Introduction to Intelligent Grid (English-taught)  ,吳元康 ,3,3/0/0,3,選修," 一F,G",工學院A館227,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_4155545_01,大四不可修。
