學院,系所,年級,編號,班別,科目名稱,科目名稱_中文,科目名稱_英文,任課教授,上課時數,正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,課程大綱,備註
教育學院,師資培育中心,1,3546331,01,學習評量Assessment of Learning ,學習評量,Assessment of Learning ,曾玉村 ,2,2/0/0,2,必修," 二4,5",教育館501,35,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546331_01,"一、本門為「教育方法課程」：(一)108學年度(含)後師培生-必修5選4，應修至少8學分。(二)107學年度(含)前師培生-必修6選5，應修至少10學分。二、素養指標包含：2-1、2-2、3-6。"
教育學院,師資培育中心,1,3546357,01,學習輔導Guidance of Learning ,學習輔導,Guidance of Learning ,吳美枝 ,2,2/0/0,2,選修," 一8,9",教育館502,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546357_01,本門為輔導科必修課程，非培育輔導科之師資生不得修習後用以採認其他培育學科課程學分。
教育學院,師資培育中心,1,3546359,01,職業教育與訓練及生涯規劃Seminar on Vocational Education and Education & Career Planning ,職業教育與訓練及生涯規劃,Seminar on Vocational Education and Education & Career Planning ,陳幸仁 ,1,1/0/0,1,必修, 三3,教育館501,35,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546359_01,"一、本門為「教育實踐課程」，應修至少8學分。二、素養指標包含：1-2、3-4、4-1、4-2、5-2。"
教育學院,師資培育中心,1,3546373,01,社會領域-歷史專長教學實習Teaching Practicum/Interns for History ,社會領域-歷史專長教學實習,Teaching Practicum/Interns for History ,連啟舜 ,2,2/0/0,2,必修," 五2,3",教育館502,5,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546373_01,"先修科目(3545090)歷史教材教法(及格) (3546370)社會領域－歷史專長教材教法(及格) (所有先修條件都必須符合)一、本課程限108學年度(含)以前入學師培生並已修習過該科教材教法者始得修習。二、欲修習本課程者，須至師培中心網頁「最新公告區」下載「教學實習修習申請書」並檢附「歷年成績單」，於109學年度第2學期開學後第一週內，親送至中心，由中心協助手動加選，始為完成選課。三、素養指標包含：1-2、1-3、2-1、2-2、3-1、3-2、3-3、3-4、3-5、3-6、4-1、4-2、5-1、5-2、5-3。"
教育學院,師資培育中心,1,3546375,01,綜合活動領域-輔導專長/輔導教師教學實習Teaching Practicum/Interns for Guidance Activities ,綜合活動領域-輔導專長/輔導教師教學實習,Teaching Practicum/Interns for Guidance Activities ,連啟舜 ,2,2/0/0,2,必修," 五2,3",教育館502,15,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546375_01,"先修科目(3546372)綜合活動領域-輔導專長/輔導教師教材教法(及格) 一、本課程限108學年度(含)以前入學師培生並已修習過該科教材教法者始得修習。二、欲修習本課程者，須至師培中心網頁「最新公告區」下載「教學實習修習申請書」並檢附「歷年成績單」，於109學年度第2學期開學後第一週內，親送至中心，由中心協助手動加選，始為完成選課。三、素養指標包含：1-2、1-3、2-1、2-2、3-1、3-2、3-3、3-4、3-5、3-6、4-1、4-2、5-1、5-2、5-3。"
教育學院,師資培育中心,1,3546377,01,社會領域-公民與社會專長教學實習Teaching Practicum/Interns for Civic Courses ,社會領域-公民與社會專長教學實習,Teaching Practicum/Interns for Civic Courses ,陳姚真 ,2,2/0/0,2,必修," 五2,3",教育館501,20,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546377_01,"先修科目(3546383)社會領域-公民與社會專長教材教法(及格) 一、本課程限108學年度(含)以前入學師培生並已修習過該科教材教法者始得修習。二、欲修習本課程者，須至師培中心網頁「最新公告區」下載「教學實習修習申請書」並檢附「歷年成績單」，於109學年度第2學期開學後第一週內，親送至中心，由中心協助手動加選，始為完成選課。三、素養指標包含：1-2、1-3、2-1、2-2、3-1、3-2、3-3、3-4、3-5、3-6、4-1、4-2、5-1、5-2、5-3。"
教育學院,師資培育中心,1,3546385,01,婚姻與家庭Marriage and Family ,婚姻與家庭,Marriage and Family ,吳美枝 ,2,2/0/0,2,選修," 一10,11",教育館502,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546385_01,本門為輔導科必修課程，非培育輔導科之師資生不得修習後用以採認其他培育學科課程學分。
教育學院,師資培育中心,1,3546387,01,系統合作諮商實務專題研究Seminar in Systemic Collaboration in Counseling ,系統合作諮商實務專題研究,Seminar in Systemic Collaboration in Counseling ,李佩珊 ,2,2/0/0,2,選修," 一2,3",教育館502,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546387_01,本門為輔導科必修課程，非培育輔導科之師資生不得修習後用以採認其他培育學科課程學分。
教育學院,師資培育中心,1,3546388,01,語文領域-國語文專長教學實習Teaching Practicum/Interns for Chinese ,語文領域-國語文專長教學實習,Teaching Practicum/Interns for Chinese ,連啟舜 ,2,2/0/0,2,必修," 五2,3",教育館502,10,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546388_01,"先修科目(3546381)語文領域-國語文專長教材教法(及格) 一、本課程限108學年度(含)以前入學師培生並已修習過該科教材教法者始得修習。二、欲修習本課程者，須至師培中心網頁「最新公告區」下載「教學實習修習申請書」並檢附「歷年成績單」，於109學年度第2學期開學後第一週內，親送至中心，由中心協助手動加選，始為完成選課。三、素養指標包含：1-2、1-3、2-1、2-2、3-1、3-2、3-3、3-4、3-5、3-6、4-1、4-2、5-1、5-2、5-3。"
教育學院,師資培育中心,1,3546389,01,語文領域-英語文專長教學實習Teaching Practicum/Interns for English ,語文領域-英語文專長教學實習,Teaching Practicum/Interns for English ,陳姚真 ,2,2/0/0,2,必修," 五2,3",教育館501,10,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546389_01,"先修科目(3546371)語文領域-英語文專長教材教法(及格) 一、本課程限108學年度(含)以前入學師培生並已修習過該科教材教法者始得修習。二、欲修習本課程者，須至師培中心網頁「最新公告區」下載「教學實習修習申請書」並檢附「歷年成績單」，於109學年度第2學期開學後第一週內，親送至中心，由中心協助手動加選，始為完成選課。三、素養指標包含：1-2、1-3、2-1、2-2、3-1、3-2、3-3、3-4、3-5、3-6、4-1、4-2、5-1、5-2、5-3。"
教育學院,師資培育中心,1,3546390,01,數學領域-數學專長教學實習Teaching Practicum/Interns for Mathematics ,數學領域-數學專長教學實習,Teaching Practicum/Interns for Mathematics ,連啟舜 ,2,2/0/0,2,必修," 五2,3",教育館502,10,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546390_01,"先修科目(3546368)數學領域-數學專長教材教法(及格) 一、本課程限108學年度(含)以前入學師培生並已修習過該科教材教法者始得修習。二、欲修習本課程者，須至師培中心網頁「最新公告區」下載「教學實習修習申請書」並檢附「歷年成績單」，於109學年度第2學期開學後第一週內，親送至中心，由中心協助手動加選，始為完成選課。三、素養指標包含：1-2、1-3、2-1、2-2、3-1、3-2、3-3、3-4、3-5、3-6、4-1、4-2、5-1、5-2、5-3。"
教育學院,師資培育中心,1,3546391,01,自然科學領域-化學專長教學實習Teaching Practicum/Interns for Chemistry ,自然科學領域-化學專長教學實習,Teaching Practicum/Interns for Chemistry ,陳姚真 ,2,2/0/0,2,必修," 五2,3",教育館501,5,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546391_01,"先修科目(3546369)自然科學領域-化學專長教材教法(及格) 一、本課程限108學年度(含)以前入學師培生並已修習過該科教材教法者始得修習。二、欲修習本課程者，須至師培中心網頁「最新公告區」下載「教學實習修習申請書」並檢附「歷年成績單」，於109學年度第2學期開學後第一週內，親送至中心，由中心協助手動加選，始為完成選課。三、素養指標包含：1-2、1-3、2-1、2-2、3-1、3-2、3-3、3-4、3-5、3-6、4-1、4-2、5-1、5-2、5-3。"
教育學院,師資培育中心,1,3546392,01,科技領域-資訊科技專長教學實習Teaching Practicum/Interns for Information Technology ,科技領域-資訊科技專長教學實習,Teaching Practicum/Interns for Information Technology ,連啟舜 ,2,2/0/0,2,必修," 五2,3",教育館502,5,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546392_01,"先修科目(3545100)資訊科教材教法(及格) 一、本課程限108學年度(含)以前入學師培生並已修習過該科教材教法者始得修習。二、欲修習本課程者，須至師培中心網頁「最新公告區」下載「教學實習修習申請書」並檢附「歷年成績單」，於109學年度第2學期開學後第一週內，親送至中心，由中心協助手動加選，始為完成選課。三、素養指標包含：1-2、1-3、2-1、2-2、3-1、3-2、3-3、3-4、3-5、3-6、4-1、4-2、5-1、5-2、5-3。"
教育學院,師資培育中心,1,3546393,01,健康與體育領域-體育專長教學實習Teaching Practicum/Interns for Physical Education ,健康與體育領域-體育專長教學實習,Teaching Practicum/Interns for Physical Education ,陳姚真 ,2,2/0/0,2,必修," 五2,3",教育館501,5,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546393_01,"先修科目(3546382)健康與體育領域-體育專長教材教法(及格) (3546247)健康與體育學習領域－體育主修／體育科教材教法(及格) (所有先修條件都必須符合)一、本課程限108學年度(含)以前入學師培生並已修習過該科教材教法者始得修習。二、欲修習本課程者，須至師培中心網頁「最新公告區」下載「教學實習修習申請書」並檢附「歷年成績單」，於109學年度第2學期開學後第一週內，親送至中心，由中心協助手動加選，始為完成選課。三、素養指標包含：1-2、1-3、2-1、2-2、3-1、3-2、3-3、3-4、3-5、3-6、4-1、4-2、5-1、5-2、5-3。"
教育學院,師資培育中心,1,3546394,01,綜合活動學習領域概論Introduction of Integrative Activities Learning Areas ,綜合活動學習領域概論,Introduction of Integrative Activities Learning Areas ,李佩珊 ,2,2/0/0,2,選修," 一4,5",教育館502,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3546394_01,本門為「綜合活動領域-輔導專長」必修課程，非培育輔導科之師資生不得修習後用以採認其他培育學科課程學分。
教育學院,運動競技學系,1,3901002,01,體育測驗與評量Measurement and Evaluation in Physical Education ,體育測驗與評量,Measurement and Evaluation in Physical Education ,謝豐澤 ,2,2/0/0,2,必修," 五4,5",運技系103室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901002_01,限本系生修.限本系生修;於加退選期間開放外系學生選修。
教育學院,運動競技學系,1,3901004,01,運動休閒概論Foundations of Sports Leisure ,運動休閒概論,Foundations of Sports Leisure ,吳燕妮 ,2,2/0/0,2,必修," 二4,5",運技系110室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901004_01,限本系生修.限本系生修;於加退選期間開放外系學生選修。
教育學院,運動競技學系,1,3901018,01,專長術科（二）-游泳Specialized Sport Training  II - Swimming ,專長術科（二）-游泳,Specialized Sport Training  II - Swimming ,江姿穎 ,4,4/0/0,4,必修," 一10,11 三10,11",游泳池1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901018_01,限本系生修.限本系「游泳」專長項目學生修讀。
教育學院,運動競技學系,1,3901019,01,專長術科（二）-網球Specialized Sport Training  II - Tennis ,專長術科（二）-網球,Specialized Sport Training  II - Tennis ,李元宏 ,4,4/0/0,4,必修," 一10,11 三10,11",網球場1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901019_01,限本系生修.僅限本系「網球」專長項目之學生修讀。
教育學院,運動競技學系,1,3901020,01,專長術科（二）-羽球Specialized Sport Training  II - Badminton ,專長術科（二）-羽球,Specialized Sport Training  II - Badminton ,程嘉彥 ,4,4/0/0,4,必修," 一10,11 三10,11",羽球館1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901020_01,限本系生修.僅限本系「羽球」專長項目之學生修讀。
教育學院,運動競技學系,1,3901022,01,專長術科（二）-跆拳道Specialized Sport Training  II - Taekwondo ,專長術科（二）-跆拳道,Specialized Sport Training  II - Taekwondo ,吳燕妮 ,4,4/0/0,4,必修," 一10,11 三10,11",技擊室1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901022_01,限本系生修.僅限本系「跆拳道」專長項目之學生修讀。
教育學院,運動競技學系,1,3901023,01,專長術科（二）-射箭Specialized Sport Training  II - Archery ,專長術科（二）-射箭,Specialized Sport Training  II - Archery ,廖健男 ,4,4/0/0,4,必修," 一10,11 三10,11",射箭場,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901023_01,限本系生修.僅限本系「射箭」專長項目之學生修讀。
教育學院,運動競技學系,1,3901024,01,專長術科（二）-定向越野Specialized Sport Training  II - Orienteering ,專長術科（二）-定向越野,Specialized Sport Training  II - Orienteering ,陳俊民 ,4,4/0/0,4,必修," 一10,11 三10,11",田徑場2,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901024_01,限本系生修.僅限本系「定向越野」專長項目之學生修讀。
教育學院,運動競技學系,1,3901026,01,專長術科（二）-綜合Specialized Sport Training II- Comprehensiveness ,專長術科（二）-綜合,Specialized Sport Training II- Comprehensiveness ,蔡登龍 ,4,4/0/0,4,必修," 一10,11 三10,11",田徑場1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901026_01,限本系生修.僅限本系生「綜合」專長項目學生修讀。
教育學院,運動競技學系,1,3901028,01,專長術科（二）-排球Specialized Sport Training II - Volleyball ,專長術科（二）-排球,Specialized Sport Training II - Volleyball ,林明輝 ,4,4/0/0,4,必修," 一10,11 三10,11",室內排球場,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901028_01,限本系生修.僅限本系生「排球」專長項目學生修讀。
教育學院,運動競技學系,1,3901103,01,體育學原理Physical Principles ,體育學原理,Physical Principles ,李元宏 ,2,2/0/0,2,選修," 四2,3",運技系104室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901103_01,限本系生修.限本系生修;於加退選期間開放外系學生選修。
教育學院,運動競技學系,1,3901106,01,幼兒體能與遊戲Preschool Physical Education ,幼兒體能與遊戲,Preschool Physical Education ,曾沈連魁 ,2,2/0/0,2,選修," 二8,9",運技系110室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901106_01,限本系生修.
教育學院,運動競技學系,1,3901109,01,撞球Billiard ,撞球,Billiard ,廖俊儒 ,2,2/0/0,2,選修," 四8,9",中正撞球部,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3901109_01,限本系生修.限本系生修讀;於加退選期間開放外系學生選修。
教育學院,運動競技學系,2,3902002,01,運動傷害與急救Sport Injury and First Aid ,運動傷害與急救,Sport Injury and First Aid ,蔡明倫 ,2,2/0/0,2,必修," 一4,5",韻律教室1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902002_01,限本系生修.限本系生修讀;於加退選期間開放外系學生選修。
教育學院,運動競技學系,2,3902010,01,運動專業實習（一）Internship: Sport Professional Management I ,運動專業實習（一）,Internship: Sport Professional Management I ,吳燕妮 ,2,0/2/0,1,必修, 一6 三6,運技系104室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902010_01,限本系生修.限本系生修。
教育學院,運動競技學系,2,3902019,01,專長術科（四）-游泳Specialized Sport Training IV - Swimming ,專長術科（四）-游泳,Specialized Sport Training IV - Swimming ,江姿穎 ,4,4/0/0,4,必修," 一10,11 三10,11",游泳池1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902019_01,限本系生修.僅限本系「游泳」專長項目學生修讀。
教育學院,運動競技學系,2,3902020,01,專長術科（四）-網球Specialized Sport Training IV - Tennis ,專長術科（四）-網球,Specialized Sport Training IV - Tennis ,李元宏 ,4,4/0/0,4,必修," 一10,11 三10,11",網球場1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902020_01,限本系生修.僅限本系「網球」專長項目之學生修讀。
教育學院,運動競技學系,2,3902021,01,專長術科（四）-羽球Specialized Sport Training IV - Badminton ,專長術科（四）-羽球,Specialized Sport Training IV - Badminton ,程嘉彥 ,4,4/0/0,4,必修," 一10,11 三10,11",羽球館1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902021_01,限本系生修.僅限本系「羽球」專長項目之學生修讀。
教育學院,運動競技學系,2,3902023,01,專長術科（四）-跆拳道Specialized Sport Training IV - Taekwondo ,專長術科（四）-跆拳道,Specialized Sport Training IV - Taekwondo ,吳燕妮 ,4,4/0/0,4,必修," 一10,11 三10,11",技擊室1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902023_01,限本系生修.僅限本系「跆拳道」專長項目之學生修讀。
教育學院,運動競技學系,2,3902024,01,專長術科（四）-射箭Specialized Sport Training IV - Archery ,專長術科（四）-射箭,Specialized Sport Training IV - Archery ,廖健男 ,4,4/0/0,4,必修," 一10,11 三10,11",射箭場,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902024_01,限本系生修.僅限本系「射箭」專長項目之學生修讀。
教育學院,運動競技學系,2,3902025,01,專長術科（四）-定向越野Specialized Sport Training IV - Orienteering ,專長術科（四）-定向越野,Specialized Sport Training IV - Orienteering ,陳俊民 ,4,4/0/0,4,必修," 一10,11 三10,11",田徑場2,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902025_01,限本系生修.僅限本系「定向越野」專長項目學生修讀。
教育學院,運動競技學系,2,3902026,01,專長術科（四）-綜合Specialized Sport Training IV- Comprehensiveness ,專長術科（四）-綜合,Specialized Sport Training IV- Comprehensiveness ,蔡登龍 ,4,4/0/0,4,必修," 一10,11 三10,11",田徑場1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902026_01,限本系生修.僅限本系「綜合」專長項目學生修讀。
教育學院,運動競技學系,2,3902031,01,專長術科（四）-排球Specialized Sport Training IV  - volleyball ,專長術科（四）-排球,Specialized Sport Training IV  - volleyball ,林明輝 ,4,4/0/0,4,必修," 一10,11 三10,11",室內排球場,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902031_01,限本系生修.僅限本系「排球」專長項目之學生修讀。
教育學院,運動競技學系,2,3902106,01,運動管理學Sport Management ,運動管理學,Sport Management ,陳永洲 ,2,2/0/0,2,選修," 二4,5",運技系103室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902106_01,限本系生修.限本系生修讀;於加退選期間開放外系學生選修。
教育學院,運動競技學系,2,3902113,01,瑜珈Yoga ,瑜珈,Yoga ,李淑芳 ,2,2/0/0,2,選修," 四4,5",技擊室1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3902113_01,限本系生修.限本系生修讀;於加退選期間開放外系生選修。
教育學院,運動競技學系,2,3903005,01,體育英文English for Physical Education (全英語授課/English-taught)  ,體育英文 (全英語授課),English for Physical Education (English-taught)  ,劉淑燕 ,2,2/0/0,2,必修," 三4,5",運技系103室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903005_01,限本系生修.限本系生修讀;於加退選期間開放外系學生選修。
教育學院,運動競技學系,3,3903012,01,專長術科（六）-排球Specialized Sport Training VI  - Volleyball ,專長術科（六）-排球,Specialized Sport Training VI  - Volleyball ,林明輝 ,4,4/0/0,4,必修," 一10,11 三10,11",室內排球場,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903012_01,限本系生修.僅限本系「排球」專長項目之學生修讀。
教育學院,運動競技學系,3,3903018,01,專長術科（六）-網球Specialized Sport Training VI - Tennis ,專長術科（六）-網球,Specialized Sport Training VI - Tennis ,李元宏 ,4,4/0/0,4,必修," 一10,11 三10,11",網球場1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903018_01,限本系生修.僅限本系「網球」專長項目學生修讀。
教育學院,運動競技學系,3,3903019,01,專長術科（六）-羽球Specialized Sport Training VI - Badminton ,專長術科（六）-羽球,Specialized Sport Training VI - Badminton ,程嘉彥 ,4,4/0/0,4,必修," 一10,11 三10,11",羽球館1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903019_01,限本系生修.僅限本系「羽球」專長項目學生修讀。
教育學院,運動競技學系,3,3903021,01,專長術科（六）-跆拳道Specialized Sport Training VI - Taekwondo ,專長術科（六）-跆拳道,Specialized Sport Training VI - Taekwondo ,吳燕妮 ,4,4/0/0,4,必修," 一10,11 三10,11",技擊室1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903021_01,限本系生修.僅限本系「跆拳道」專長項目學生修讀。
教育學院,運動競技學系,3,3903022,01,專長術科（六）-射箭Specialized Sport Training VI - Archery ,專長術科（六）-射箭,Specialized Sport Training VI - Archery ,廖健男 ,4,4/0/0,4,必修," 一10,11 三10,11",射箭場,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903022_01,限本系生修.僅限本系「射箭」專長項目學生修讀。
教育學院,運動競技學系,3,3903023,01,專長術科（六）-定向越野Specialized Sport Training VI - Orienteering ,專長術科（六）-定向越野,Specialized Sport Training VI - Orienteering ,陳俊民 ,4,4/0/0,4,必修," 一10,11 三10,11",田徑場2,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903023_01,限本系生修.僅限本系「定向越野」專長項目學生修讀。
教育學院,運動競技學系,3,3903025,01,專長術科（六）-綜合Specialized Sport Training VI - Comprehensiveness ,專長術科（六）-綜合,Specialized Sport Training VI - Comprehensiveness ,蔡登龍 ,4,4/0/0,4,必修," 一10,11 三10,11",田徑場1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903025_01,限本系生修.僅限本系「綜合」專長項目學生修讀。
教育學院,運動競技學系,1,3903101,01,體適能與運動處方Fitness and Exercise Prescription ,體適能與運動處方,Fitness and Exercise Prescription ,李淑芳 ,2,2/0/0,2,選修," 三2,3",運技系110室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903101_01,限本系生修.限本系生修讀;於加退選期間放開外系學生選課。
教育學院,運動競技學系,3,3903104,01,運動營養學Exercise and Sport Nutrition ,運動營養學,Exercise and Sport Nutrition ,王秀華 ,2,2/0/0,2,選修," 三2,3",運技系103室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903104_01,限本系生修.限本系生修讀;於加退選期間開放外系學生選修。
教育學院,運動競技學系,3,3903114,01,網球Tennis ,網球,Tennis ,陳進祥 ,2,2/0/0,2,選修," 一8,9",運技系103室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903114_01,限本系生修.限本系生修讀;於加退選期間開放外系學生選修。實際上課地點請依ecourse公告為準。
教育學院,運動競技學系,3,3903116,01,高爾夫Golf ,高爾夫,Golf ,王順正 ,2,2/0/0,2,選修," 二4,5",高爾夫球場1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903116_01,限本系生修.限本系生修讀;於加退選期間開放外系學生選修。
教育學院,運動競技學系,3,3903119,01,運動專業實習（三）Internship: Sport Professional Management III ,運動專業實習（三）,Internship: Sport Professional Management III ,江姿穎 ,2,0/2/0,1,必修, 一7 三7,運技系104室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903119_01,限本系生修.限本系生修讀;於加退選期間開放外系學生選修。
教育學院,運動競技學系,3,3903122,01,游泳(二)Swimming II ,游泳(二),Swimming II ,江姿穎 ,2,2/0/0,2,選修," 四4,5",運技系110室,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3903122_01,限本系生修.限本系生修;於加退選期間開放外系學生選修。(本課程開課對象為已修過游泳一或已俱備游泳蛙捷二式基本能力之學生為宜)實際上課地點請依ecourse公告為準。
教育學院,運動競技學系,3,3904008,01,運動資訊處理（二）Sports Information Processing Ⅱ ,運動資訊處理（二）,Sports Information Processing Ⅱ ,林晉榮 ,2,2/0/0,2,必修," 二2,3",電算中心217教室,47,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3904008_01,限本系生修.限本系生修讀;於加退選期間開放外系學生選修。
教育學院,運動競技學系,4,3904013,01,專長術科（八）-排球Specialized Sport Training VIII - Volleyball ,專長術科（八）-排球,Specialized Sport Training VIII - Volleyball ,林明輝 ,4,4/0/0,4,必修," 一10,11 三10,11",室內排球場,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3904013_01,限本系生修.僅限本系「排球」專長項目學生修讀。
教育學院,運動競技學系,4,3904018,01,專長術科（八）-游泳Specialized Sport Training VIII - Swimming ,專長術科（八）-游泳,Specialized Sport Training VIII - Swimming ,江姿穎 ,4,4/0/0,4,必修," 一10,11 三10,11",游泳池1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3904018_01,限本系生修.僅限本系「游泳」專長項目學生修讀。
教育學院,運動競技學系,4,3904019,01,專長術科（八）-網球Specialized Sport Training VIII - Tennis ,專長術科（八）-網球,Specialized Sport Training VIII - Tennis ,李元宏 ,4,4/0/0,4,必修," 一10,11 三10,11",網球場1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3904019_01,限本系生修.僅限本系「網球」專長項目學生修讀。
教育學院,運動競技學系,4,3904020,01,專長術科（八）-羽球Specialized Sport Training VIII - Badminton ,專長術科（八）-羽球,Specialized Sport Training VIII - Badminton ,程嘉彥 ,4,4/0/0,4,必修," 一10,11 三10,11",羽球館1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3904020_01,限本系生修.僅限本系「羽球」專長項目學生修讀。
教育學院,運動競技學系,4,3904022,01,專長術科（八）-跆拳道Specialized Sport Training VIII - Taekwondo ,專長術科（八）-跆拳道,Specialized Sport Training VIII - Taekwondo ,吳燕妮 ,4,4/0/0,4,必修," 一10,11 三10,11",技擊室1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3904022_01,限本系生修.僅限本系「跆拳道」專長項目學生修讀。
教育學院,運動競技學系,4,3904023,01,專長術科（八）-射箭Specialized Sport Training VIII - Archery ,專長術科（八）-射箭,Specialized Sport Training VIII - Archery ,廖健男 ,4,4/0/0,4,必修," 一10,11 三10,11",射箭場,40,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3904023_01,限本系生修.僅限本系「射箭」專長項目學生修讀。
教育學院,運動競技學系,4,3904024,01,專長術科（八）-定向越野Specialized Sport Training VIII - Orienteering ,專長術科（八）-定向越野,Specialized Sport Training VIII - Orienteering ,陳俊民 ,4,4/0/0,4,必修," 一10,11 三10,11",田徑場2,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3904024_01,限本系生修.僅限本系「定向越野」專長項目學生修讀。
教育學院,運動競技學系,4,3904026,01,專長術科（八）-綜合Specialized Sport Training VIII - Comprehensiveness ,專長術科（八）-綜合,Specialized Sport Training VIII - Comprehensiveness ,蔡登龍 ,4,4/0/0,4,必修," 一10,11 三10,11",田徑場1,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_3904026_01,限本系生修.僅限本系「綜合」專長項目學生修讀。
